kmeans_cluster,pca_component_1,pca_component_2,cluster_size
0,-0.0425512918208272,-1.3635348106541019,530
1,-0.1712508400817998,0.073022948026504,840
2,3.9144125029192525,0.5941646138336508,200
3,-0.9772596847704945,0.8598641418157006,630
